,Clip,Completeness,Dist_Thresh,FM,FPF,FPS,IOU_Thresh,ML,MT,N_frames,N_match,N_objects,PT,Precision,Recall,Res,SODP,SOTA,SOTP,Tracker,fn_count,fp_count,fp_thresh_count,tn_count,tp_count
0,Ski01,0.58,0.1,0.0,0.0,11.22,0.4,0,0,1353.0,1352,1352,1,1.0,1.0,1280,0.424,1.0,0.0089,mil,0,0,0,0,1352
1,Ski01,1.0,0.1,0.88,0.0,31.99,0.4,0,1,1353.0,165,1352,0,1.0,0.122,1280,0.6996,0.122,0.0039,kcf,1187,0,0,0,165
2,Ski01,0.0,0.1,0.9,0.9032,9.05,0.4,1,0,1353.0,1352,1352,0,0.0962,0.0962,1280,0.0,0.0962,0.37799999999999995,tld,0,0,1222,0,130
3,Ski01,0.74,0.1,0.1,0.099,28.44,0.4,0,0,1353.0,1352,1352,1,0.9009,0.9009,1280,0.4732,0.9009,0.0234,medianflow,0,0,134,0,1218
4,Ski01,0.13,0.1,0.82,0.8226,6.24,0.4,1,0,1353.0,1352,1352,0,0.1768,0.1768,1280,0.0883,0.1768,1.9771,goturn,0,0,1113,0,239
5,Ski01,0.97,0.1,0.92,0.0,33.11,0.4,0,1,1353.0,113,1352,0,1.0,0.0836,1280,0.6234,0.0836,0.0039,mosse,1239,0,0,0,113
6,Ski01,0.88,0.1,0.0,0.0,15.58,0.4,0,1,1353.0,1352,1352,0,1.0,1.0,1280,0.5538,1.0,0.0044,csrt,0,0,0,0,1352
7,Slalom01,0.2,0.1,0.59,0.58,14.44,0.4,0,0,100.0,99,99,1,0.4141,0.4141,1280,0.1435,0.4141,0.1359,mil,0,0,58,0,41
8,Slalom01,1.0,0.1,0.93,0.0,65.42,0.4,0,1,100.0,7,99,0,1.0,0.0707,1280,0.8193,0.0707,0.0017,kcf,92,0,0,0,7
9,Slalom01,0.16,0.1,0.53,0.5,8.43,0.4,1,0,100.0,97,99,0,0.4845,0.4747,1280,0.1016,0.4747,0.1132,tld,2,0,50,0,47
10,Slalom01,0.94,0.1,0.83,0.0,56.25,0.4,0,1,100.0,17,99,0,1.0,0.1717,1280,0.6451,0.1717,0.003,medianflow,82,0,0,0,17
11,Slalom01,0.03,0.1,0.64,0.63,11.57,0.4,1,0,100.0,99,99,0,0.3636,0.3636,1280,0.0313,0.3636,0.1362,goturn,0,0,63,0,36
12,Slalom01,1.0,0.1,0.99,0.0,69.86,0.4,0,1,100.0,1,99,0,1.0,0.0101,1280,0.867,0.0101,0.0004,mosse,98,0,0,0,1
13,Slalom01,0.21,0.1,0.58,0.57,24.17,0.4,0,0,100.0,99,99,1,0.4242,0.4242,1280,0.1587,0.4242,0.1383,csrt,0,0,57,0,42
14,Bike09,0.34,0.1,0.58,0.6728,18.86,0.4,0,0,437.0,339,339,1,0.3257,0.4189,720,0.20600000000000002,0.4189,0.3261,mil,0,97,197,0,142
15,Bike09,1.0,0.1,0.98,0.0,78.69,0.4,0,1,437.0,7,339,0,1.0,0.0206,720,0.6264,0.0206,0.0137,kcf,332,0,0,97,7
16,Bike09,0.09,0.1,0.8,0.8421,23.41,0.4,1,0,437.0,339,339,0,0.156,0.2006,720,0.0647,0.2006,0.3158,tld,0,97,271,0,68
17,Bike09,0.76,0.1,0.6,0.1487,87.49,0.4,0,0,437.0,180,339,1,0.6782,0.4041,720,0.4735,0.4041,0.1023,medianflow,159,22,43,75,137
18,Bike09,0.66,0.1,0.23,0.4005,15.22,0.4,0,0,437.0,339,339,1,0.5986,0.7699,720,0.4422,0.7699,0.0855,goturn,0,97,78,0,261
19,Bike09,0.98,0.1,0.68,0.0,70.65,0.4,0,1,437.0,108,339,0,1.0,0.3186,720,0.595,0.3186,0.0129,mosse,231,0,0,97,108
20,Bike09,0.97,0.1,0.58,0.0343,41.36,0.4,0,1,437.0,143,339,0,0.9051,0.4218,720,0.6889,0.4218,0.0154,csrt,196,15,0,82,143
21,Bike08,0.34,0.1,0.0,0.0036,17.59,0.4,0,0,559.0,556,556,1,0.9964,1.0,720,0.3709,1.0,0.0316,mil,0,2,0,0,556
22,Bike08,0.99,0.1,0.72,0.0,87.8,0.4,0,1,559.0,154,556,0,1.0,0.27699999999999997,720,0.6385,0.27699999999999997,0.0107,kcf,402,0,0,2,154
23,Bike08,0.76,0.1,0.02,0.0233,21.86,0.4,0,0,559.0,556,556,1,0.9767,0.9802,720,0.4803,0.9802,0.0299,tld,0,2,11,0,545
24,Bike08,0.09,0.1,0.81,0.8086,86.74,0.4,1,0,559.0,555,556,0,0.1885,0.1888,720,0.0811,0.1888,0.3071,medianflow,1,2,450,0,105
25,Bike08,0.0,0.1,0.99,0.9893,16.89,0.4,1,0,559.0,556,556,0,0.009000000000000001,0.009000000000000001,720,0.0035,0.009000000000000001,0.5138,goturn,0,2,551,0,5
26,Bike08,0.72,0.1,0.59,0.0,106.2,0.4,0,0,559.0,228,556,1,1.0,0.4101,720,0.4918,0.4101,0.0167,mosse,328,0,0,2,228
27,Bike08,0.47,0.1,0.0,0.0036,30.49,0.4,0,0,559.0,556,556,1,0.9964,1.0,720,0.4626,1.0,0.0142,csrt,0,2,0,0,556
28,Bike05,0.58,0.1,0.0,0.0,13.91,0.4,0,0,158.0,157,157,1,1.0,1.0,1280,0.4728,1.0,0.0224,mil,0,0,0,0,157
29,Bike05,0.84,0.1,0.34,0.0,41.01,0.4,0,1,158.0,103,157,0,1.0,0.6561,1280,0.5814,0.6561,0.0064,kcf,54,0,0,0,103
30,Bike05,0.8,0.1,0.11,0.1139,12.88,0.4,0,0,158.0,157,157,1,0.8854,0.8854,1280,0.4963,0.8854,0.0631,tld,0,0,18,0,139
31,Bike05,0.66,0.1,0.3,0.2405,47.86,0.4,0,0,158.0,148,157,1,0.7432,0.7006,1280,0.4912,0.7006,0.0911,medianflow,9,0,38,0,110
32,Bike05,0.17,0.1,0.45,0.4494,3.13,0.4,1,0,158.0,157,157,0,0.5478,0.5478,1280,0.1787,0.5478,0.7346,goturn,0,0,71,0,86
33,Bike05,0.55,0.1,0.0,0.0,55.52,0.4,0,0,158.0,157,157,1,1.0,1.0,1280,0.4801,1.0,0.0089,mosse,0,0,0,0,157
34,Bike05,1.0,0.1,0.0,0.0,16.95,0.4,0,1,158.0,157,157,0,1.0,1.0,1280,0.7078,1.0,0.0054,csrt,0,0,0,0,157
35,Bike04,0.98,0.1,0.0,0.0,13.84,0.4,0,1,95.0,94,94,0,1.0,1.0,1280,0.6063,1.0,0.0045,mil,0,0,0,0,94
36,Bike04,1.0,0.1,0.9,0.0,48.65,0.4,0,1,95.0,9,94,0,1.0,0.0957,1280,0.7904,0.0957,0.0023,kcf,85,0,0,0,9
37,Bike04,0.23,0.1,0.51,0.5053,7.79,0.4,0,0,95.0,94,94,1,0.4894,0.4894,1280,0.1702,0.4894,0.1484,tld,0,0,48,0,46
38,Bike04,0.12,0.1,0.72,0.7158,46.2,0.4,1,0,95.0,94,94,0,0.2766,0.2766,1280,0.0875,0.2766,0.2298,medianflow,0,0,68,0,26
39,Bike04,0.02,0.1,0.15,0.1474,11.32,0.4,1,0,95.0,94,94,0,0.8511,0.8511,1280,0.0653,0.8511,0.0524,goturn,0,0,14,0,80
40,Bike04,1.0,0.1,0.64,0.0,57.65,0.4,0,1,95.0,34,94,0,1.0,0.3617,1280,0.6436,0.3617,0.0024,mosse,60,0,0,0,34
41,Bike04,1.0,0.1,0.0,0.0,19.04,0.4,0,1,95.0,94,94,0,1.0,1.0,1280,0.7345,1.0,0.0025,csrt,0,0,0,0,94
42,Bike03,0.87,0.1,0.03,0.2333,14.18,0.4,0,1,90.0,70,70,0,0.764,0.9714,1504,0.496,0.9714,0.047,mil,0,19,2,0,68
43,Bike03,1.0,0.1,0.84,0.0,58.16,0.4,0,1,90.0,11,70,0,1.0,0.1571,1504,0.8186,0.1571,0.01,kcf,59,0,0,19,11
44,Bike03,0.14,0.1,0.86,0.8778,7.09,0.4,1,0,90.0,70,70,0,0.1124,0.1429,1504,0.0867,0.1429,0.4563,tld,0,19,60,0,10
45,Bike03,0.89,0.1,0.06,0.2556,52.55,0.4,0,1,90.0,70,70,0,0.7416,0.9429,1504,0.5671,0.9429,0.0331,medianflow,0,19,4,0,66
46,Bike03,0.11,0.1,0.77,0.8111,11.66,0.4,1,0,90.0,70,70,0,0.1798,0.2286,1504,0.09699999999999999,0.2286,0.3348,goturn,0,19,54,0,16
47,Bike03,1.0,0.1,0.99,0.0,64.6,0.4,0,1,90.0,1,70,0,1.0,0.0143,1504,0.9356,0.0143,0.0009,mosse,69,0,0,19,1
48,Bike03,1.0,0.1,0.0,0.2111,18.7,0.4,0,1,90.0,70,70,0,0.7865,1.0,1504,0.5769,1.0,0.03,csrt,0,19,0,0,70
49,Slalom01,0.16,0.1,0.77,0.76,14.57,0.4,1,0,100.0,99,99,0,0.2323,0.2323,1504,0.114,0.2323,0.2104,mil,0,0,76,0,23
50,Slalom01,1.0,0.1,0.93,0.0,67.64,0.4,0,1,100.0,7,99,0,1.0,0.0707,1504,0.8125,0.0707,0.0016,kcf,92,0,0,0,7
51,Slalom01,0.1,0.1,0.68,0.67,7.29,0.4,1,0,100.0,99,99,0,0.3232,0.3232,1504,0.0656,0.3232,0.1463,tld,0,0,67,0,32
52,Slalom01,0.94,0.1,0.83,0.0,57.47,0.4,0,1,100.0,17,99,0,1.0,0.1717,1504,0.6509,0.1717,0.0033,medianflow,82,0,0,0,17
53,Slalom01,0.03,0.1,0.62,0.61,12.07,0.4,1,0,100.0,99,99,0,0.3838,0.3838,1504,0.0324,0.3838,0.1356,goturn,0,0,61,0,38
54,Slalom01,1.0,0.1,0.98,0.0,75.27,0.4,0,1,100.0,2,99,0,1.0,0.0202,1504,0.8356,0.0202,0.0015,mosse,97,0,0,0,2
55,Slalom01,0.21,0.1,0.58,0.57,22.88,0.4,0,0,100.0,99,99,1,0.4242,0.4242,1504,0.1601,0.4242,0.139,csrt,0,0,57,0,42
56,Ski03,0.12,0.1,0.74,0.7388,13.77,0.4,1,0,1114.0,1113,1113,0,0.2606,0.2606,1920,0.1225,0.2606,0.29100000000000004,mil,0,0,823,0,290
57,Ski03,0.16,0.1,0.39,0.1149,20.77,0.4,1,0,1114.0,812,1113,0,0.8424,0.6146,1920,0.1989,0.6146,0.086,kcf,301,0,128,0,684
58,Ski03,0.35,0.1,0.6,0.5961,7.3,0.4,0,0,1114.0,1113,1113,1,0.4034,0.4034,1920,0.2172,0.4034,0.2064,tld,0,0,664,0,449
59,Ski03,0.53,0.1,0.54,0.1023,37.98,0.4,0,0,1114.0,629,1113,1,0.8188,0.4627,1920,0.4018,0.4627,0.079,medianflow,484,0,114,0,515
60,Ski03,0.1,0.1,0.01,0.0072,38.37,0.4,1,0,1114.0,1113,1113,0,0.9928,0.9928,1920,0.1212,0.9928,0.0695,mosse,0,0,8,0,1105
61,Ski03,0.33,0.1,0.0,0.0,15.61,0.4,0,0,1114.0,1113,1113,1,1.0,1.0,1920,0.396,1.0,0.013000000000000001,csrt,0,0,0,0,1113
62,Ski03,0.83,0.1,0.0,0.0,13.8,0.4,0,1,1114.0,1113,1113,0,1.0,1.0,1920,0.5091,1.0,0.0073,goturn,0,0,0,0,1113
63,Ski04,0.77,0.1,0.0,0.0,17.83,0.4,0,0,254.0,253,253,1,1.0,1.0,720,0.5183,1.0,0.0098,mil,0,0,0,0,253
64,Ski04,0.55,0.1,0.75,0.0,96.49,0.4,0,0,254.0,64,253,1,1.0,0.253,720,0.4766,0.253,0.0109,kcf,189,0,0,0,64
65,Ski04,0.89,0.1,0.0,0.0,27.7,0.4,0,1,254.0,253,253,0,1.0,1.0,720,0.5737,1.0,0.0097,tld,0,0,0,0,253
66,Ski04,0.84,0.1,0.0,0.0,94.16,0.4,0,1,254.0,253,253,0,1.0,1.0,720,0.5723,1.0,0.0129,medianflow,0,0,0,0,253
67,Ski04,0.23,0.1,0.0,0.0,16.04,0.4,0,0,254.0,253,253,1,1.0,1.0,720,0.3086,1.0,0.025,goturn,0,0,0,0,253
68,Ski04,1.0,0.1,1.0,0.0,111.81,0.4,0,1,254.0,1,253,0,1.0,0.004,720,0.9578,0.004,0.0009,mosse,252,0,0,0,1
69,Ski04,0.53,0.1,0.0,0.0,29.93,0.4,0,0,254.0,253,253,1,1.0,1.0,720,0.4571,1.0,0.0116,csrt,0,0,0,0,253
70,Bike02,1.0,0.1,0.0,0.0,14.85,0.4,0,1,99.0,98,98,0,1.0,1.0,1280,0.8021,1.0,0.0032,mil,0,0,0,0,98
71,Bike02,1.0,0.1,0.0,0.0,44.79,0.4,0,1,99.0,98,98,0,1.0,1.0,1280,0.8092,1.0,0.0024,kcf,0,0,0,0,98
72,Bike02,0.88,0.1,0.0,0.0,11.77,0.4,0,1,99.0,98,98,0,1.0,1.0,1280,0.5539,1.0,0.0171,tld,0,0,0,0,98
73,Bike02,1.0,0.1,0.0,0.0,45.92,0.4,0,1,99.0,98,98,0,1.0,1.0,1280,0.8059,1.0,0.0021,medianflow,0,0,0,0,98
74,Bike02,0.04,0.1,0.0,0.0,11.58,0.4,1,0,99.0,98,98,0,1.0,1.0,1280,0.062,1.0,0.04,goturn,0,0,0,0,98
75,Bike02,1.0,0.1,0.0,0.0,55.41,0.4,0,1,99.0,98,98,0,1.0,1.0,1280,0.8005,1.0,0.0032,mosse,0,0,0,0,98
76,Bike02,1.0,0.1,0.0,0.0,21.12,0.4,0,1,99.0,98,98,0,1.0,1.0,1280,0.7477,1.0,0.0024,csrt,0,0,0,0,98
77,Bike03,0.2,0.1,0.74,0.7889,15.52,0.4,1,0,90.0,70,70,0,0.2022,0.2571,1280,0.1548,0.2571,0.319,mil,0,19,52,0,18
78,Bike03,1.0,0.1,0.84,0.0,55.97,0.4,0,1,90.0,11,70,0,1.0,0.1571,1280,0.8175,0.1571,0.0098,kcf,59,0,0,19,11
79,Bike03,0.17,0.1,0.79,0.8222,9.3,0.4,1,0,90.0,70,70,0,0.1685,0.2143,1280,0.1065,0.2143,0.4081,tld,0,19,55,0,15
80,Bike03,0.81,0.1,0.11,0.3,52.02,0.4,0,1,90.0,70,70,0,0.6966,0.8857,1280,0.49,0.8857,0.0433,medianflow,0,19,8,0,62
81,Bike03,0.1,0.1,0.77,0.8111,12.37,0.4,1,0,90.0,70,70,0,0.1798,0.2286,1280,0.0982,0.2286,0.3348,goturn,0,19,54,0,16
82,Bike03,1.0,0.1,0.97,0.0,64.54,0.4,0,1,90.0,2,70,0,1.0,0.0286,1280,0.8818,0.0286,0.0013,mosse,68,0,0,19,2
83,Bike03,0.54,0.1,0.0,0.2111,20.44,0.4,0,0,90.0,70,70,1,0.7865,1.0,1280,0.4595,1.0,0.0381,csrt,0,19,0,0,70
84,Bike09,0.36,0.1,0.19,0.3684,10.59,0.4,0,0,437.0,339,339,1,0.6307,0.8112,1920,0.309,0.8112,0.0724,mil,0,97,64,0,275
85,Bike09,0.65,0.1,0.7,0.0,22.24,0.4,0,0,437.0,101,339,1,1.0,0.2979,1920,0.5021,0.2979,0.0164,kcf,238,0,0,97,101
86,Bike09,0.04,0.1,0.85,0.8833,4.15,0.4,1,0,437.0,339,339,0,0.1147,0.1475,1920,0.0317,0.1475,0.3919,tld,0,97,289,0,50
87,Bike09,0.22,0.1,0.8,0.6773,27.8,0.4,0,0,437.0,292,339,1,0.1846,0.1976,1920,0.1425,0.1976,0.3512,medianflow,47,71,225,26,67
88,Bike09,0.6,0.1,0.31,0.4622,9.99,0.4,0,0,437.0,339,339,1,0.5367,0.6903,1920,0.4073,0.6903,0.1144,goturn,0,97,105,0,234
89,Bike09,0.41,0.1,0.41,0.3341,31.84,0.4,0,0,437.0,296,339,1,0.578,0.59,1920,0.3017,0.59,0.2091,mosse,43,50,96,47,200
90,Bike09,0.95,0.1,0.58,0.0252,16.67,0.4,0,1,437.0,143,339,0,0.9286,0.4218,1920,0.6471,0.4218,0.0177,csrt,196,11,0,86,143
91,Bike08,0.33,0.1,0.0,0.0036,15.07,0.4,0,0,559.0,556,556,1,0.9964,1.0,1280,0.37,1.0,0.0274,mil,0,2,0,0,556
92,Bike08,0.98,0.1,0.71,0.0,39.2,0.4,0,1,559.0,162,556,0,1.0,0.2914,1280,0.6444,0.2914,0.0112,kcf,394,0,0,2,162
93,Bike08,0.86,0.1,0.02,0.025,13.23,0.4,0,1,559.0,556,556,0,0.9749,0.9784,1280,0.5377,0.9784,0.0399,tld,0,2,12,0,544
94,Bike08,0.12,0.1,0.78,0.7782,49.49,0.4,1,0,559.0,556,556,0,0.2204,0.2212,1280,0.106,0.2212,0.2972,medianflow,0,2,433,0,123
95,Bike08,0.0,0.1,0.99,0.9857,14.16,0.4,1,0,559.0,556,556,0,0.0125,0.0126,1280,0.0042,0.0126,0.5142,goturn,0,2,549,0,7
96,Bike08,0.44,0.1,0.0,0.0036,56.17,0.4,0,0,559.0,556,556,1,0.9964,1.0,1280,0.4193,1.0,0.0142,mosse,0,2,0,0,556
97,Bike08,0.95,0.1,0.0,0.0036,19.31,0.4,0,1,559.0,556,556,0,0.9964,1.0,1280,0.6299,1.0,0.0132,csrt,0,2,0,0,556
98,Bike09,0.32,0.1,0.59,0.6819,14.21,0.4,0,0,437.0,339,339,1,0.3165,0.4071,1280,0.1922,0.4071,0.2968,mil,0,97,201,0,138
99,Bike09,1.0,0.1,0.97,0.0,42.61,0.4,0,1,437.0,11,339,0,1.0,0.0324,1280,0.6421,0.0324,0.0114,kcf,328,0,0,97,11
100,Bike09,0.07,0.1,0.82,0.8604,9.72,0.4,1,0,437.0,339,339,0,0.1376,0.177,1280,0.0552,0.177,0.3888,tld,0,97,279,0,60
101,Bike09,0.18,0.1,0.81,0.8146,44.84,0.4,1,0,437.0,331,339,0,0.1504,0.1858,1280,0.1104,0.1858,0.3959,medianflow,8,88,268,9,63
102,Bike09,0.61,0.1,0.33,0.47600000000000003,12.58,0.4,0,0,437.0,339,339,1,0.5229,0.6726,1280,0.4082,0.6726,0.114,goturn,0,97,111,0,228
103,Bike09,0.91,0.1,0.6,0.0,55.27,0.4,0,1,437.0,134,339,0,1.0,0.3953,1280,0.5579999999999999,0.3953,0.0117,mosse,205,0,0,97,134
104,Bike09,0.94,0.1,0.58,0.0252,27.33,0.4,0,1,437.0,143,339,0,0.9286,0.4218,1280,0.6363,0.4218,0.0171,csrt,196,11,0,86,143
105,Ski04,0.78,0.1,0.0,0.0,13.15,0.4,0,0,254.0,253,253,1,1.0,1.0,1920,0.4986,1.0,0.0112,mil,0,0,0,0,253
106,Ski04,0.7,0.1,0.0,0.0,43.65,0.4,0,0,254.0,253,253,1,1.0,1.0,1920,0.5263,1.0,0.0114,kcf,0,0,0,0,253
107,Ski04,0.43,0.1,0.13,0.1339,7.57,0.4,0,0,254.0,253,253,1,0.8656,0.8656,1920,0.3666,0.8656,0.0894,tld,0,0,34,0,219
108,Ski04,0.78,0.1,0.0,0.0,34.72,0.4,0,0,254.0,253,253,1,1.0,1.0,1920,0.552,1.0,0.0114,medianflow,0,0,0,0,253
109,Ski04,0.23,0.1,0.0,0.0,9.39,0.4,0,0,254.0,253,253,1,1.0,1.0,1920,0.2912,1.0,0.0281,goturn,0,0,0,0,253
110,Ski04,0.67,0.1,0.0,0.0,46.61,0.4,0,0,254.0,253,253,1,1.0,1.0,1920,0.505,1.0,0.0149,mosse,0,0,0,0,253
111,Ski04,0.78,0.1,0.0,0.0,16.22,0.4,0,0,254.0,253,253,1,1.0,1.0,1920,0.551,1.0,0.0116,csrt,0,0,0,0,253
112,Bike03,0.86,0.1,0.06,0.2556,17.79,0.4,0,1,90.0,70,70,0,0.7416,0.9429,720,0.5062,0.9429,0.0454,mil,0,19,4,0,66
113,Bike03,1.0,0.1,0.94,0.0,85.55,0.4,0,1,90.0,4,70,0,1.0,0.0571,720,0.9315,0.0571,0.0021,kcf,66,0,0,19,4
114,Bike03,0.14,0.1,0.84,0.8667,20.94,0.4,1,0,90.0,70,70,0,0.1236,0.1571,720,0.0923,0.1571,0.3572,tld,0,19,59,0,11
115,Bike03,0.01,0.1,0.93,0.9,86.37,0.4,1,0,90.0,69,70,0,0.0581,0.0714,720,0.0305,0.0714,0.4188,medianflow,1,17,64,2,5
116,Bike03,0.13,0.1,0.77,0.8111,13.73,0.4,1,0,90.0,70,70,0,0.1798,0.2286,720,0.1048,0.2286,0.3351,goturn,0,19,54,0,16
117,Bike03,1.0,0.1,0.99,0.0,106.64,0.4,0,1,90.0,1,70,0,1.0,0.0143,720,0.9448,0.0143,0.0024,mosse,69,0,0,19,1
118,Bike03,0.94,0.1,0.0,0.2111,21.52,0.4,0,1,90.0,70,70,0,0.7865,1.0,720,0.6008,1.0,0.0297,csrt,0,19,0,0,70
119,Car01,1.0,0.1,0.0,0.0,19.0,0.4,0,1,157.0,156,156,0,1.0,1.0,640,0.7189,1.0,0.0138,mil,0,0,0,0,156
120,Car01,1.0,0.1,0.0,0.0,77.44,0.4,0,1,157.0,156,156,0,1.0,1.0,640,0.7515,1.0,0.0078,kcf,0,0,0,0,156
121,Car01,0.66,0.1,0.0,0.0,30.82,0.4,0,0,157.0,156,156,1,1.0,1.0,640,0.5068,1.0,0.0304,tld,0,0,0,0,156
122,Car01,1.0,0.1,0.0,0.0,103.76,0.4,0,1,157.0,156,156,0,1.0,1.0,640,0.7976,1.0,0.0117,medianflow,0,0,0,0,156
